Uniprot ID,Protein names,Predicted Class by Proteintox
P0DQN3,Beta/omega-theraphotoxin-Bp1a   ,Neurotoxic
P0DQQ0,Basic phospholipase A2 BbTX-III     ,Non-toxic
P0DQQ4,Venom phosphodiesterase CdcPDE  ,Non-toxic
P0DRC8,Snake venom metalloproteinase Mlp4.2  ,Neurotoxic
P0DRJ2,Mu-theraphotoxin-Ssp1a  ,Neurotoxic
P0DUG4,Phospholipase A2 TI-Nh    ,Neurotoxic
P0DUN0,Acidic phospholipase A2 PhTX-III   ,Non-toxic
P0DUN1,Basic myotoxic phospholipase A2 PhTX-II   ,Neurotoxic
P0DUN2,Basic phospholipase A2 Ph-TX1   ,Neurotoxic
P0DUN3,Acidic phospholipase A2 braziliase-I   ,Neurotoxic
P0DUN4,Acidic phospholipase A2 braziliase-II   ,Neurotoxic
P0DUN5,Basic phospholipase A2 Bbil-TX   ,Neurotoxic
P0DV18,M-poneritoxin-Nc3b   ,Non-toxic
P0DV78,L-amino-acid oxidase BjussuLAAO-II  ,Non-toxic
P0DW98,Snake venom vascular endothelial growth factor toxin     ,Non-toxic
P11407,Basic phospholipase A2 ammodytoxin C    ,Neurotoxic
P13208,Sarafotoxin ,Non-toxic
P13487,Potassium channel toxin alpha-KTx 1.1     ,Neurotoxic
P14418,Acidic phospholipase A2    ,Non-toxic
P14420,Basic phospholipase A2 vipoxin B chain    ,Neurotoxic
P14421,Neutral phospholipase A2 agkistrodotoxin     ,Neurotoxic
P14424,Basic phospholipase A2 ammodytoxin B    ,Neurotoxic
P14530,Zinc metalloproteinase/disintegrin ,Non-toxic
P14615,Neutral phospholipase A2 3     ,Neurotoxic
P15167,Snake venom metalloproteinase atrolysin-D     ,Non-toxic
P15226,Beta-mammal/insect toxin Ts1               ,Neurotoxic
P15445,Acidic phospholipase A2 2    ,Non-toxic
P16341,Potassium channel toxin alpha-KTx 5.1      ,Neurotoxic
P17347,Disintegrin metalloproteinase/disintegrin echistatin ,Non-toxic
P17349,Zinc metalloproteinase/disintegrin ,Non-toxic
P17727,Mu-ctenitoxin-Pn1a    ,Neurotoxic
P17728,Alpha-insect toxin LqhaIT  ,Neurotoxic
P17935,Basic phospholipase A2 homolog ammodytin L   ,Non-toxic
P18964,Factor V activator RVV-V alpha     ,Non-toxic
P18965,Factor V activator RVV-V gamma     ,Non-toxic
P20005,Thrombin-like enzyme okinaxobin-1      ,Non-toxic
P20164,Zinc metalloproteinase-disintegrin-like HR1b      ,Non-toxic
P20165,Snake venom metalloproteinase trimerelysin-2     ,Non-toxic
P20474,Basic phospholipase A2 myotoxin I      ,Non-toxic
P20897,Snake venom metalloproteinase HT-2     ,Non-toxic
P22796,Snake venom metalloproteinase hemorrhagic factor 2     ,Non-toxic
P23026,Basic phospholipase A2 textilotoxin A chain   ,Neurotoxic
P23028,Acidic phospholipase A2 homolog textilotoxin D chain ,Neurotoxic
P23631,Alpha-latrotoxin-Lt1a   ,Non-toxic
P23807,Snaclec coagulation factor IX/factor X-binding protein subunit B ,Non-toxic
P24027,Phospholipase A2 crotoxin basic chain CBa2     ,Neurotoxic
P24335,Waglerin-3   ,Neurotoxic
P24605,Basic phospholipase A2 homolog 2     ,Neurotoxic
P25428,Venom nerve growth factor   ,Non-toxic
P28375,Dendroaspin   ,Neurotoxic
P28879,Alpha-conotoxin SII,Neurotoxic
P28880,Omega-conotoxin SVIA ,Neurotoxic
P28891,Snake venom metalloproteinase fibrolase     ,Non-toxic
P29186,Kappa-actitoxin-Bgr1a  ,Neurotoxic
P29187,Kappa-stichotoxin-She3a  ,Neurotoxic
P30403,Zinc metalloproteinase/disintegrin ,Non-toxic
P30431,Zinc metalloproteinase-disintegrin-like jararhagin        ,Non-toxic
P30832,Delta-stichotoxin-Hcr1a     ,Neurotoxic
P31100,Acidic phospholipase A2 RV-7        ,Non-toxic
P33589,Thrombin-like enzyme gyroxin analog       ,Non-toxic
P34179,Snake venom metalloproteinase adamalysin-2    ,Non-toxic
P34182,Zinc metalloproteinase/disintegrin ,Non-toxic
P45628,Potassium channel toxin alpha-KTx 1.2      ,Neurotoxic
P45658,Toxin Aah4    ,Neurotoxic
P45697,Alpha-like toxin BmK M1      ,Neurotoxic
P45881,Basic phospholipase A2 homolog bothropstoxin-II        ,Non-toxic
P49121,Basic phospholipase A2 homolog MT1  ,Neurotoxic
P49126,Beta-diguetoxin-Dc1a   ,Neurotoxic
P49268,Mu-cyrtautoxin-As1a       ,Neurotoxic
P50982,Alpha-conotoxin EI,Neurotoxic
P50983,Alpha-conotoxin ImI ,Neurotoxic
P50984,Alpha-conotoxin PnIA ,Neurotoxic
P51972,Basic phospholipase A2 APP-D49     ,Neurotoxic
P55896,Potassium channel toxin alpha-KTx 3.7  ,Neurotoxic
P56207,Omega-hexatoxin-Hv1a       ,Neurotoxic
P56587,Tertiapin ,Neurotoxic
P56633,Kappa-conotoxin PVIIA  ,Neurotoxic
P56636,Alpha-conotoxin MII  ,Neurotoxic
P56637,Beta-insect excitatory toxin Bj-xtrIT   ,Neurotoxic
P56638,Alpha-conotoxin EpI,Neurotoxic
P56676,Mu/omega-theraphotoxin-Hs1a     ,Neurotoxic
P56742,L-amino-acid oxidase apoxin-1    ,Non-toxic
P56855,Kappa-theraphotoxin-Scg1a    ,Neurotoxic
P58399,Basic phospholipase A2 homolog piratoxin-1    ,Non-toxic
P58604,Toxin CSTX-9    ,Neurotoxic
P58786,Contryphan-R  -contryphan-R],Neurotoxic
P58806,Conantokin-R ,Neurotoxic
P58808,Chi-conotoxin MrIA       ,Neurotoxic
P58811,Rho-conotoxin TIA ,Neurotoxic
P58913,Delta-conotoxin PVIA ,Neurotoxic
P58920,Omega-conotoxin CVID    ,Neurotoxic
P59071,Basic phospholipase A2 VRV-PL-VIIIa       ,Non-toxic
P59867,Potassium channel toxin alpha-KTx 6.3 ,Neurotoxic
P59868,Imperacalcin    ,Neurotoxic
P59888,Phospholipase A2 imperatoxin-1     ,Non-toxic
P60043,Basic phospholipase A2 1   ,Non-toxic
P60044,Acidic phospholipase A2 2   ,Non-toxic
P60212,Alpha-toxin To2   ,Neurotoxic
P60214,Beta-mammal/insect toxin To1  ,Neurotoxic
P60244,Snake venom metalloproteinase acutolysin-C   ,Non-toxic
P60254,Maurocalcin  ,Neurotoxic
P60266,Beta-mammal toxin Css4  ,Neurotoxic
P60274,Alpha-conotoxin GID,Neurotoxic
P60305,Cytotoxin 1      ,Cardiotoxic
P60513,Delta-conotoxin EVIA ,Neurotoxic
P60514,Psalmotoxin-1   ,Neurotoxic
P60590,Omega-theraphotoxin-Gr1a     ,Neurotoxic
P60615,Alpha-bungarotoxin          ,Neurotoxic
P60770,Cobrotoxin      ,Neurotoxic
P60775,Erabutoxin a   ,Neurotoxic
P61095,Mu-segestritoxin-Sf1a   ,Neurotoxic
P61103,Mu-theraphotoxin-Hs1a     ,Neurotoxic
P61104,Omega-theraphotoxin-Hs2a     ,Neurotoxic
P61230,Kappa-theraphotoxin-Ps1a   ,Neurotoxic
P61507,M-lycotoxin-Hc1a   ,Non-toxic
P61542,Pi-actitoxin-Ael2b  ,Neurotoxic
P61898,Venom nerve growth factor    ,Non-toxic
P61914,DELTA-actitoxin-Aeq1a     ,Non-toxic
P62022,Phospholipase A2 crotoxin basic subunit CBc     ,Neurotoxic
P62023,Basic phospholipase A2 Mtx-b     ,Neurotoxic
P62903,Glacontryphan-M,Neurotoxic
P67860,Vascular endothelial growth factor A   ,Non-toxic
P67861,Snake venom vascular endothelial growth factor toxin VR-1  ,Non-toxic
P67863,Snake venom vascular endothelial growth factor toxin vammin  ,Non-toxic
P68410,Alpha-mammal toxin Ts2        ,Neurotoxic
P68425,Kunitz-type kappaPI-theraphotoxin-Hs1a        ,Neurotoxic
P68515,Bradykinin-potentiating and C-type natriuretic peptides   ,Non-toxic
P69391,Alpha-pompilidotoxin ,Neurotoxic
P69437,Protonectin    ,Non-toxic
P69502,Dermonecrotic toxin LgSicTox-alphaI-Loxn-A        ,Non-toxic
P69657,Alpha-conotoxin BuIA ,Neurotoxic
P69747,Alpha-conotoxin Vc1a   ,Neurotoxic
P69929,Delta-actitoxin-Amc1a    ,Non-toxic
P80719,Potassium channel toxin alpha-KTx 6.2  ,Neurotoxic
P80958,Cobrotoxin-b        ,Neurotoxic
P80963,Basic phospholipase A2 homolog Bsc-K49  ,Non-toxic
P80966,Acidic phospholipase A2 1      ,Cardiotoxic
P81165,Basic phospholipase A2 homolog GodMT-II  ,Non-toxic
P81375,L-amino-acid oxidase   ,Non-toxic
P81382,L-amino-acid oxidase   ,Non-toxic
P81383,L-amino-acid oxidase   ,Non-toxic
P81428,Venom prothrombin activator trocarin-D    ,Non-toxic
P81661,Thrombin-like enzyme bothrombin       ,Non-toxic
P81694,Toxin CSTX-1   ,Neurotoxic
P81755,Epsilon-conotoxin TxVA    ,Neurotoxic
P82114,Basic phospholipase A2 homolog MjTX-I    ,Neurotoxic
P82228,Lambda-hexatoxin-Hv1c       ,Neurotoxic
P82475,Snake venom vascular endothelial growth factor toxin ICPP     ,Non-toxic
P82807,Venom prothrombin activator notecarin-D1    ,Non-toxic
P82851,Potassium channel toxin kappa-KTx 1.2   ,Neurotoxic
P82896,Acidic phospholipase A2 5     ,Non-toxic
P82935,Tryptophan-containing weak neurotoxin ,Cardiotoxic
P82972,Natriuretic peptide PNP,Neurotoxic
P82981,Thrombin-like enzyme contortrixobin      ,Non-toxic
P83253,Disintegrin lebein-1-alpha   ,Neurotoxic
P83255,Snake venom metalloproteinase fibrolase     ,Non-toxic
P83257,Delta-amaurobitoxin-Pl1b   ,Neurotoxic
P83288,Omega-oxotoxin-Ot1a    ,Non-toxic
P83302,Neurotoxin Oh9-1   ,Neurotoxic
P83303,Huwentoxin-IV          ,Neurotoxic
P83370,Venom prothrombin activator hopsarin-D    ,Non-toxic
P83476,Beta/omega-theraphotoxin-Tp2a       ,Neurotoxic
P83480,Beta/omega-theraphotoxin-Tp1a      ,Neurotoxic
P83512,Snake venom metalloproteinase BaP1    ,Non-toxic
P83519,C-type lectin BJcuL    ,Non-toxic
P83561,Beta-hexatoxin-Mg1a  ,Neurotoxic
P83655,Potassium channel toxin kappa-KTx 1.3 ,Neurotoxic
P83912,Zinc metalloproteinase-disintegrin jerdonitin   ,Non-toxic
P83919,Neurotoxic enhancer CSTX-13   ,Neurotoxic
P83942,Snake venom vascular endothelial growth factor toxin HF     ,Non-toxic
P84035,Snake venom metalloproteinase basparin-A  ,Non-toxic
P84189,Hypotensin-1       ,Non-toxic
P84507,Beta-theraphotoxin-Cm1a    ,Neurotoxic
P84508,Beta-theraphotoxin-Cm1b    ,Neurotoxic
P84646,Alpha-toxin OD1,Neurotoxic
P84674,Basic phospholipase A2 VRV-PL-V      ,Non-toxic
P84715,C-type natriuretic peptide  ,Non-toxic
P84736,Phospholipase A2 trimorphin   ,Neurotoxic
P84776,Basic phospholipase A2 homolog zhaoermiatoxin ,Neurotoxic
P84777,Potassium channel toxin alpha-KTx 15.6 ,Neurotoxic
P84787,Thrombin-like enzyme elegaxobin-2      ,Non-toxic
P84809,Lipolysis-activating peptide 1-beta chain  ,Non-toxic
P84810,Lipolysis-activating peptide 1-alpha chain   ,Neurotoxic
P84845,Mu-conotoxin SrVA    ,Neurotoxic
P84907,Snake venom metalloproteinase leucurolysin-A   ,Non-toxic
P85013,Alpha-conotoxin RegIIA ,Neurotoxic
P85092,Toxin AdTx1   ,Neurotoxic
P85109,Thrombin-like enzyme kangshuanmei     ,Non-toxic
P85253,M-zodatoxin-Lt8a   ,Non-toxic
P85314,Snake venom metalloproteinase BmooMPalpha-I  ,Non-toxic
P85420,Snake venom metalloproteinase atroxlysin-1   ,Non-toxic
P85886,Alpha-conotoxin SrIA/SrIB,Neurotoxic
P85975,Zinc metalloproteinase partitagin ,Neurotoxic
P86092,Zinc metalloproteinase leucurolysin-B    ,Non-toxic
P86100,Hyaluronidase-1     ,Non-toxic
P86146,Eumenine mastoparan-OD    ,Non-toxic
P86147,Venom peptide 2-long  ,Non-toxic
P86169,Basic phospholipase A2 A    ,Neurotoxic
P86408,Sodium channel neurotoxin MeuNaTxalpha-1,Neurotoxic
P86453,Basic phospholipase A2 homolog BaTX ,Non-toxic
P86523,Phospholipase A2 P-elapitoxin-Aa1a alpha chain    ,Neurotoxic
P86535,L-amino-acid oxidase L1   ,Neurotoxic
P86716,Spiderine-1a ,Non-toxic
P86780,Phospholipase A2  ,Neurotoxic
P86802,Snake venom metalloproteinase HF-1   ,Non-toxic
P86803,Basic phospholipase A2 BmjeTX-I   ,Neurotoxic
P86804,Basic phospholipase A2 BmjeTX-II   ,Neurotoxic
P86805,Basic phospholipase A2 9    ,Neurotoxic
P86806,Basic phospholipase A2 10    ,Neurotoxic
P86822,Tityustoxin-19   ,Neurotoxic
P86907,Acidic phospholipase A2   ,Neurotoxic
P86976,Zinc metalloproteinase barnettlysin-1    ,Non-toxic
Q02471,Basic phospholipase A2 RV-4       ,Neurotoxic
Q06ZW0,Denmotoxin,Neurotoxic
Q072L5,Zinc metalloproteinase/disintegrin ,Non-toxic
Q072L6,Thrombin-like enzyme asperase     ,Non-toxic
Q07932,M-myrmeciitoxin-Mp1      pilosulin-1; M-myrmeciitoxin-Mp1c   ; M-myrmeciitoxin-Mp1d   ; M-myrmeciitoxin-Mp1e   ; U1-myrmeciitoxin-Mp1f   ],Non-toxic
Q08169,Hyaluronidase     ,Non-toxic
Q0EAE5,Kappa-actitoxin-Aer3a   ,Neurotoxic
Q0GY40,Hge-scorpine    ,Neurotoxic
Q0N4U8,Alpha/kappa-conotoxin pl14a ,Neurotoxic
Q0NZX5,Zinc metalloproteinase/disintegrin ,Non-toxic
Q10726,Potassium channel toxin alpha-KTx 6.1    ,Neurotoxic
Q10749,Snake venom metalloproteinase-disintegrin-like mocarhagin     ,Non-toxic
Q14FJ4,Zinc metalloproteinase/disintegrin   ,Non-toxic
Q18DC8,Renin     ,Non-toxic
Q18DC9,Renin      ,Non-toxic
Q1ELU3,M-zodatoxin-Lt3a    ,Non-toxic
Q1ELU4,M-zodatoxin-Lt4b  ,Non-toxic
Q1ELU5,M-zodatoxin-Lt4a  ,Non-toxic
Q1L777,Alpha-conotoxin PeIA,Neurotoxic
Q1PHZ4,Zinc metalloproteinase-disintegrin-like BjussuMP-1    ,Non-toxic
Q1RP78,Basic phospholipase A2 chain HDP-2P    ,Neurotoxic
Q1RP79,Basic phospholipase A2 chain HDP-1P    ,Neurotoxic
Q1W694,Dermonecrotic toxin LiSicTox-betaID1          ,Non-toxic
Q1W695,Dermonecrotic toxin LiSicTox-alphaII1         ,Non-toxic
Q25338,Delta-latroinsectotoxin-Lt1a   ,Non-toxic
Q26292,Beta-insect depressant toxin LqhIT2   ,Neurotoxic
Q26464,M-myrmeciitoxin-Mp2a        ,Neurotoxic
Q27J47,Venom plasminogen activator LV-PA     ,Non-toxic
Q27J49,Bradykinin-potentiating and C-type natriuretic peptides  ,Non-toxic
Q2HZ28,Acidic phospholipase A2 BE-I-PLA2   ,Neurotoxic
Q2LD49,Zinc metalloproteinase-disintegrin-like TSV-DM   ,Non-toxic
Q2PAY4,Beta/kappa-theraphotoxin-Cg2a      ,Neurotoxic
Q2PE51,Bradykinin-potentiating and C-type natriuretic peptides    ,Non-toxic
Q2PQJ3,Thrombin-like enzyme BjussuSP-1        ,Non-toxic
Q2PWA3,Basic phospholipase A2 homolog promutoxin ,Neurotoxic
Q2UXQ5,Zinc metalloproteinase-disintegrin-like EoVMP2     ,Non-toxic
Q2XQ09,Dermonecrotic toxin LiSicTox-betaIA1i             ,Non-toxic
Q2YHJ2,Basic phospholipase A2 Tbo-G6D49   ,Neurotoxic
Q2YHJ3,Acidic phospholipase A2 Tbo-E6   ,Non-toxic
Q2YHJ6,Acidic phospholipase A2 Tpu-E6a   ,Non-toxic
Q2YHJ7,Basic phospholipase A2 Tpu-G6D49   ,Neurotoxic
Q330K6,Snake venom vascular endothelial growth factor toxin    ,Non-toxic
Q3C2C1,Phospholipase A2 AP-PLA2-II   ,Non-toxic
Q3C2C2,Phospholipase A2 AP-PLA2-I   ,Non-toxic
Q45Z47,Phospholipase A2 OS2   ,Non-toxic
Q4F867,L-amino-acid oxidase   ,Non-toxic
Q4PRD1,Snaclec coagulation factor X-activating enzyme light chain 1   ,Non-toxic
Q4PRD2,Snaclec coagulation factor X-activating enzyme light chain 2   ,Non-toxic
Q4VM07,Zinc metalloproteinase-disintegrin-like VLAIP-B   ,Non-toxic
Q4VM08,Zinc metalloproteinase-disintegrin-like VLAIP-A    ,Non-toxic
Q4VRI5,Phospholipase A2 OS1    ,Neurotoxic
Q4ZFU2,Dermonecrotic toxin LarSicTox-alphaIB2bi        ,Non-toxic
Q53B58,Alpha-elapitoxin-Oh3a  ,Neurotoxic
Q56VR3,Venom prothrombin activator pseutarin-C catalytic subunit     ,Non-toxic
Q58L91,Venom prothrombin activator oscutarin-C non-catalytic subunit   ,Non-toxic
Q58L94,Venom prothrombin activator notecarin-D2    ,Non-toxic
Q58L95,Venom prothrombin activator omicarin-C catalytic subunit    ,Non-toxic
Q58L96,Venom prothrombin activator oscutarin-C catalytic subunit       ,Non-toxic
Q5EHP3,Conotoxin mr3e  ,Neurotoxic
Q5G290,Acidic phospholipase A2 6    ,Non-toxic
Q5G291,Acidic phospholipase A2 5   ,Neurotoxic
Q5MCS0,Serine protease harobin  olytic enzyme  ,Non-toxic
Q5W959,Snake venom serine protease HS114     ,Non-toxic
Q5XUW8,Zinc metalloproteinase/disintegrin ,Non-toxic
Q5Y4V3,U3-agatoxin-Ao1f   ,Neurotoxic
Q5YD75,Dermonecrotic toxin LrSicTox-alphaIB1        ,Non-toxic
Q5YD77,Dermonecrotic toxin LbSicTox-alphaIB1a        ,Non-toxic
Q698K8,Zinc metalloproteinase/disintegrin ,Non-toxic
Q6EER2,Basic phospholipase A2 sistruxin B   ,Neurotoxic
Q6EER4,Basic phospholipase A2 Bs-N6   ,Neurotoxic
Q6H3C8,Acidic phospholipase A2 Ts-A6    ,Neurotoxic
Q6H3D0,Acidic phospholipase A2 Ts-A1   ,Non-toxic
Q6JK69,Phospholipase A2 homolog 1  ,Neurotoxic
Q6LEM5,Bradykinin-potentiating and C-type natriuretic peptides  ,Non-toxic
Q6PTD1,Alpha-conotoxin Mr1.1,Neurotoxic
Q6PXP0,Phospholipase A2 phaiodactylipin  ,Non-toxic
Q6RY98,Long-sarafotoxin  ,Cardiotoxic
Q6SLM1,Basic phospholipase A2 2   ,Neurotoxic
Q6SLM2,Acidic phospholipase A2 1   ,Neurotoxic
Q6STF1,L-amino-acid oxidase   ,Non-toxic
Q6T179,Acidic phospholipase A2 4   ,Non-toxic
Q6T271,Zinc metalloproteinase/disintegrin ,Non-toxic
Q6TGQ8,L-amino-acid oxidase BmooLAAO-I  ,Non-toxic
Q6TGQ9,L-amino-acid oxidase BjussuLAAO-I   ,Non-toxic
Q71QE8,Basic phospholipase A2 Cvv-N6    ,Non-toxic
Q7LZ09,Lebetin-2-alpha  ,Neurotoxic
Q7LZ61,Coagulation factor X-activating enzyme heavy chain      ,Non-toxic
Q7SID6,Acidic phospholipase A2   ,Neurotoxic
Q7SYF1,Thrombin-like enzyme cerastocytin         ,Non-toxic
Q7SZE1,Thrombin-like enzyme saxthrombin      ,Non-toxic
Q7SZN0,Venom prothrombin activator pseutarin-C non-catalytic subunit    ,Non-toxic
Q7T046,Coagulation factor X-activating enzyme heavy chain       ,Non-toxic
Q7T1M3,Bradykinin-potentiating and C-type natriuretic peptides isoform 2  ,Non-toxic
Q7T1T4,Snake venom metalloproteinase BjussuMP-2     ,Non-toxic
Q7T2R1,Acidic phospholipase A2 daboiatoxin A chain      ,Non-toxic
Q7T3S7,Acidic phospholipase A2 EC-I    ,Neurotoxic
Q7T3T5,Acidic phospholipase A2 daboiatoxin B chain     ,Non-toxic
Q7YT39,M-theraphotoxin-Gr1a     ,Neurotoxic
Q7YXD3,Alpha-toxin Amm8     ,Neurotoxic
Q7ZTA6,Acidic phospholipase A2 Cvv-E6b   ,Neurotoxic
Q7ZTA7,Acidic phospholipase A2 CoaPLA2     ,Neurotoxic
Q7ZTA8,Acidic phospholipase A2 Cvv-E6e   ,Neurotoxic
Q7ZZS9,Zinc metalloproteinase/disintegrin ,Non-toxic
Q800C4,Acidic phospholipase A2 Cvv-E6a   ,Neurotoxic
Q805A2,Basic phospholipase A2 PLA-N    ,Neurotoxic
Q805F4,Zinc metalloproteinase/disintegrin ,Non-toxic
Q805F6,Zinc metalloproteinase/disintegrin ,Non-toxic
Q805F7,Disintegrin acostatin-alpha ,Neurotoxic
Q86DU6,Mu-conotoxin SIIIA,Neurotoxic
Q86QT3,Potassium channel toxin gamma-KTx 1.1     ,Neurotoxic
Q8AWI5,Zinc metalloproteinase-disintegrin-like halysase     ,Non-toxic
Q8AXY1,Acidic phospholipase A2 BthA-1      ,Neurotoxic
Q8AY79,Beta-fibrinogenase stejnefibrase-2   ,Non-toxic
Q8AY80,Alpha- and beta-fibrinogenase stejnefibrase-1   ,Non-toxic
Q8AY81,Thrombin-like enzyme stejnobin     ,Non-toxic
Q8I0L5,Potassium channel toxin alpha-KTx 15.2  ,Neurotoxic
Q8I914,Dermonecrotic toxin LlSicTox-alphaIII1i           ,Non-toxic
Q8JH85,Alpha-fibrinogenase    ,Non-toxic
Q8JIR2,Zinc metalloproteinase/disintegrin-like HR1a    ,Non-toxic
Q8MMH3,Damage-control phosphatase ARMT1      ,Non-toxic
Q8MMJ7,Cytotoxic linear peptide IsCT      ,Non-toxic
Q8MTX2,Cytotoxic linear peptide IsCT2     ,Non-toxic
Q8QG87,Acidic phospholipase A2 BITP01A    ,Neurotoxic
Q8QGR0,Muscarinic toxin 7    ,Neurotoxic
Q8UVG0,Zinc metalloproteinase-disintegrin-like berythractivase    ,Non-toxic
Q90249,Basic phospholipase A2 homolog bothropstoxin-I       ,Neurotoxic
Q90282,Zinc metalloproteinase-disintegrin-like VAP2B       ,Non-toxic
Q90392,Snake venom metalloproteinase atrolysin-C     ,Non-toxic
Q90495,Zinc metalloproteinase-disintegrin-like ecarin   ,Non-toxic
Q90W39,Basic phospholipase A2 trimucrotoxin    ,Neurotoxic
Q90WA8,Basic phospholipase A2 2      ,Neurotoxic
Q90WC0,Zinc metalloproteinase/disintegrin ,Non-toxic
Q90Y12,Bradykinin potentiating and C-type natriuretic peptides  ,Non-toxic
Q90YA6,Zinc metalloproteinase/disintegrin ,Non-toxic
Q90ZI3,Zinc metalloproteinase-disintegrin-like HV1     ,Non-toxic
Q91053,Thrombin-like enzyme calobin-1      ,Non-toxic
Q91132,Cobra venom factor    ,Non-toxic
Q91401,Snake venom metalloproteinase atroxase   ,Non-toxic
Q91453,Stonustoxin subunit beta     ,Non-toxic
Q91516,Venom plasminogen activator TSV-PA   ,Non-toxic
Q92032,Snake venom metalloproteinase ACLH      ,Non-toxic
Q92035,Acetylcholinesterase  ,Non-toxic
Q92084,Neutral phospholipase A2 muscarinic inhibitor      ,Non-toxic
Q95P90,HMG-CoA reductase inhibitor bumarsin       ,Neurotoxic
Q98995,Zinc metalloproteinase/disintegrin ,Non-toxic
Q98SP2,Zinc metalloproteinase/disintegrin ,Non-toxic
Q9BH73,Conotoxin elongated-tx3a-a ,Neurotoxic
Q9BKB7,Potassium channel toxin gamma-KTx 2.1  ,Neurotoxic
Q9BPG6,Epsilon-conotoxin TxVA  ,Neurotoxic
Q9DF33,Acidic phospholipase A2 2    ,Neurotoxic
Q9DF52,Basic phospholipase A2 KPA2   ,Neurotoxic
Q9DGB9,Zinc metalloproteinase-disintegrin-like VAP1     ,Non-toxic
Q9I834,Basic phospholipase A2 homolog myotoxin II    ,Non-toxic
Q9I8X1,Snake venom serine protease Dav-PA    ,Non-toxic
Q9IAB0,Zinc metalloproteinase/disintegrin ,Non-toxic
Q9IAT9,Basic phospholipase A2 homolog BnSP-7  ,Non-toxic
Q9NBG9,Potassium channel toxin alpha-KTx 16.2    ,Neurotoxic
Q9NII7,Potassium channel toxin alpha-KTx 3.6 ,Neurotoxic
Q9NJC7,BmK AGP-SYPU2       ,Neurotoxic
Q9PRP4,Thrombin-like enzyme LMR-47        ,Neurotoxic
Q9PSN0,C-type lectin PAL   ,Non-toxic
Q9PT41,Factor V activator       ,Non-toxic
Q9PT51,Beta-fibrinogenase brevinase    ,Non-toxic
Q9PTU8,Snake venom serine protease BPA    ,Non-toxic
Q9PVF0,Acidic phospholipase A2 S1E6-b   ,Neurotoxic
Q9PVF1,Acidic phospholipase A2 S1E6-a   ,Neurotoxic
Q9PVF2,Acidic phospholipase A2 H1E6   ,Neurotoxic
Q9PVF4,Basic phospholipase A2 homolog W6D49    ,Neurotoxic
Q9PW35,Snake venom metalloproteinase acutolysin-A    ,Non-toxic
Q9PW56,Bradykinin-potentiating and C-type natriuretic peptides    ,Non-toxic
Q9PWF3,Crotamine  ,Neurotoxic
Q9TVX3,Potassium channel toxin alpha-KTx 5.3  ,Neurotoxic
Q9TWL9,Conodipine-M alpha chain    ,Neurotoxic
Q9U655,Delta-conotoxin TxVIA     ,Neurotoxic
Q9UAC8,Beta-toxin BmKAs1   ,Neurotoxic
Q9UAD0,Chlorotoxin-like BmK CT        ,Neurotoxic
Q9W6M5,Zinc metalloproteinase-disintegrin-like acurhagin      ,Non-toxic
Q9W7J3,Acidic phospholipase A2 2    ,Neurotoxic
Q9W7J4,Acidic phospholipase A2 1    ,Neurotoxic
Q9Y0X6,BmK-YA precursor ,Non-toxic
Q9YGP1,C-type lectin TsL  ,Non-toxic
Q9YI19,Zinc metalloproteinase/disintegrin ,Non-toxic
R4NNL0,Zinc metalloproteinase-disintegrin-like protein H3       ,Non-toxic
R4ZCU1,Precursor protein UG ,Neurotoxic
U3FAE1,Fulditoxin       ,Neurotoxic
U3KRG1,Snake venom metalloproteinase TM-1   ,Non-toxic
U5PZ28,Zinc metalloproteinase-disintegrin BlatH1   ,Non-toxic
V5TBK6,Zinc metalloproteinase-disintegrin-like protein H4 subunit A       ,Non-toxic
W8E7D1,Venom phosphodiesterase   ,Non-toxic
W8EFS0,Snake venom 5'-nucleotidase     ,Non-toxic
X2JCV5,L-amino acid oxidase   ,Non-toxic
X2L4E2,L-amino acid oxidase   ,Non-toxic
X5I9Y2,Alpha-conotoxin GI ,Neurotoxic
X5IWS1,Mu-conotoxin GVIIJ  ,Neurotoxic
A0A024BTN9,L-amino acid oxidase Bs29   ,Non-toxic
A0A059T2H4,DELTA-miturgitoxin-Cp2a   ,Non-toxic
A0A068B0Z6,Alpha-conotoxin Lt1.3 b,Neurotoxic
A0A088BP94,Mu-sparatoxin-Hv2  ,Neurotoxic
A0A0A0VBX4,Alpha-conotoxin GeXXA  ,Neurotoxic
A0A0F7YZQ7,Elevenin-Vc1,Non-toxic
A0A0G3F8Z3,Omega-phylotoxin-To1a  ,Neurotoxic
A0A0J9X1W9,Mu-theraphotoxin-Hd1a ,Neurotoxic
A0A0M3KKW3,Phospholipase A1  ,Non-toxic
A0A0N7KBN8,U-stichotoxin-Hau3a  ,Neurotoxic
A0A0P0UTI6,U-stichotoxin-Hau2a  ,Non-toxic
A0A0P0UTJ1,U-stichotoxin-Hau1a  ,Neurotoxic
A0A0P0UTQ7,U-stichotoxin-Hau2b  ,Neurotoxic
A0A0R4I951,Kappa-scoloptoxin-Ssd1a -Ssd1a ,Neurotoxic
A0A1I9KNP0,Vaa serine proteinase homolog 1   ,Non-toxic
A0A1L1QJU3,Pi-hexatoxin-Hi1a    ,Neurotoxic
A0A1L2FZD4,Potassium channel toxin alpha-KTx 8.8 ,Neurotoxic
A0A1L4BJ42,Hemicalcin  ,Neurotoxic
